Id Dotação,Sigla da Empresa,Descrição da empresa,Código do órgão,Descrição do órgão,Código da unidade,Descrição da unidade,Código da função,Descrição da função,Código da subfunção,Descrição da subfunção,Código do programa do governo,Descrição do programa do governo,Código do projeto/atividade,Descrição do projeto/atividade,Código da conta despesa,Descrição da conta despesa,Código da categoria econômica,Descrição da categoria econômica,Código do grupo de natureza da despesa,Descrição do grupo de natureza da despesa,Código da modalidade de aplicação,Descrição da modalidade de aplicação,Código do elemento de despesa,Descrição do elemento de despesa,Código da fonte de recurso,Descrição da fonte de recurso,Exercício,Proposto,Orçado,Atualizado,EmpenhadoBruto,Anulado,EmpenhadoLiquido,Liquidado,Pago,Congelado,RestosSaldoTransferido,RestosProcessados,RestosNaoProcessados,RestosLiquidado,RestosPago,RestosCancelado,RestosSaldo
99951,PMSP,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,11,Secretaria do Governo Municipal,10,Gabinete do Prefeito,04,Administração,122,Administração Geral,3024,Suporte Administrativo,2100,Administração da Unidade,33901400,Diárias - Civil,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,14,Diárias - Civil,00,Tesouro Municipal,2015,.00,185000.00,185000.00,84649.33,7600.00,77049.33,77049.33,77049.33,42660.67,.00,.00,.00,.00,.00,.00,.00
99989,PMSP,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,11,Secretaria do Governo Municipal,20,Gabinete do Secretário,04,Administração,122,Administração Geral,3024,Suporte Administrativo,2100,Administração da Unidade,33903300,Passagens e Despesas com Locomoção,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,33,Passagens e Despesas com Locomoção,00,Tesouro Municipal,2015,.00,350000.00,350000.00,382546.99,115899.16,266647.83,151245.13,151070.13,50709.37,115577.70,175.00,115402.70,.00,175.00,115402.70,.00
100026,PMSP,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,11,Secretaria do Governo Municipal,50,Administração do Edifício Matarazzo,04,Administração,122,Administração Geral,3024,Suporte Administrativo,2100,Administração da Unidade,33903600,Outros Serviços de Terceiros - Pessoa Física,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,36,Outros Serviços de Terceiros - Pessoa Física,00,Tesouro Municipal,2015,.00,30300.00,6987.13,.00,.00,.00,.00,.00,6987.13,.00,.00,.00,.00,.00,.00,.00
100030,PMSP,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,12,Secretaria Municipal de Coordenação das Subprefeituras ,10,Gabinete do Secretário,04,Administração,126,Tecnologia da Informação,3011,Modernização e descentralização da gestão e prestação de serviços,2358,Operação e Manutenção das Praças de Atendimento ao Cidadão,33903900,Outros Serviços de Terceiros -Pessoa Jurídica,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,39,Outros Serviços de Terceiros - Pessoa Jurídica,00,Tesouro Municipal,2015,.00,220000.00,20000.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00
100031,PMSP,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,12,Secretaria Municipal de Coordenação das Subprefeituras ,10,Gabinete do Secretário,04,Administração,126,Tecnologia da Informação,3011,Modernização e descentralização da gestão e prestação de serviços,2358,Operação e Manutenção das Praças de Atendimento ao Cidadão,44905200,Equipamentos e Material Permanente,4,Despesas de Capital,4,INVESTIMENTOS,90,Aplicações Diretas,52,Equipamentos e Material Permanente,00,Tesouro Municipal,2015,.00,752960.00,78275.50,53279.89,27465.00,25814.89,25814.89,25814.89,.00,.00,.00,.00,.00,.00,.00,.00
100052,PMSP,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,12,Secretaria Municipal de Coordenação das Subprefeituras ,10,Gabinete do Secretário,15,Urbanismo,122,Administração Geral,3019,Promoção do crescimento econômico e geração de postos de trabalho,2337,Fomento Comércio e Desenvolvimento Econômico e Social de Áreas Públicas,33903900,Outros Serviços de Terceiros -Pessoa Jurídica,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,39,Outros Serviços de Terceiros - Pessoa Jurídica,00,Tesouro Municipal,2015,.00,12610529.00,15500853.15,17065440.68,3612055.95,13453384.73,10939356.75,10939280.01,.00,2514104.72,76.74,2514027.98,1004054.17,1004130.91,1509973.81,.00
100060,PMSP,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,12,Secretaria Municipal de Coordenação das Subprefeituras ,10,Gabinete do Secretário,15,Urbanismo,452,Serviços Urbanos,3022,Requalificação e promoção da ocupação dos espaços públicos,1137,Pavimentação e Recapeamento de Vias,44905100,Obras e Instalações,4,Despesas de Capital,4,INVESTIMENTOS,90,Aplicações Diretas,51,Obras e Instalações,00,Tesouro Municipal,2015,.00,30000000.00,118707165.76,129076189.91,11399867.64,117676322.27,55657769.27,55657769.27,.00,62018553.00,.00,62018553.00,61248547.85,61248547.85,770005.15,.00
99953,PMSP,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,11,Secretaria do Governo Municipal,10,Gabinete do Prefeito,04,Administração,122,Administração Geral,3024,Suporte Administrativo,2100,Administração da Unidade,33903300,Passagens e Despesas com Locomoção,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,33,Passagens e Despesas com Locomoção,00,Tesouro Municipal,2015,.00,420000.00,420000.00,266847.19,30000.00,236847.19,45650.67,45650.67,96851.24,191196.52,.00,191196.52,.00,.00,191196.52,.00
99954,PMSP,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,11,Secretaria do Governo Municipal,10,Gabinete do Prefeito,04,Administração,122,Administração Geral,3024,Suporte Administrativo,2100,Administração da Unidade,33903600,Outros Serviços de Terceiros - Pessoa Física,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,36,Outros Serviços de Terceiros - Pessoa Física,00,Tesouro Municipal,2015,.00,20000.00,20000.00,.00,.00,.00,.00,.00,4611.96,.00,.00,.00,.00,.00,.00,.00
99986,PMSP,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,11,Secretaria do Governo Municipal,20,Gabinete do Secretário,04,Administração,122,Administração Geral,3024,Suporte Administrativo,2100,Administração da Unidade,33504100,Contribuições,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,50,Transferências a Instituições Privadas sem fins Lucrativos,41,Contribuições,00,Tesouro Municipal,2015,.00,101360.00,23373.43,.00,.00,.00,.00,.00,23373.43,.00,.00,.00,.00,.00,.00,.00
