Id Dotação,Sigla da Empresa,Descrição da empresa,Código do órgão,Descrição do órgão,Código da unidade,Descrição da unidade,Código da função,Descrição da função,Código da subfunção,Descrição da subfunção,Código do programa do governo,Descrição do programa do governo,Código do projeto/atividade,Descrição do projeto/atividade,Código da conta despesa,Descrição da conta despesa,Código da categoria econômica,Descrição da categoria econômica,Código do grupo de natureza da despesa,Descrição do grupo de natureza da despesa,Código da modalidade de aplicação,Descrição da modalidade de aplicação,Código do elemento de despesa,Descrição do elemento de despesa,Código da fonte de recurso,Descrição da fonte de recurso,Exercício,Proposto,Orçado,Atualizado,EmpenhadoBruto,Anulado,EmpenhadoLiquido,Liquidado,Pago,Congelado,RestosSaldoTransferido,RestosProcessados,RestosNaoProcessados,RestosLiquidado,RestosPago,RestosCancelado,RestosSaldo
36,PMSP,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,09,Câmara Municipal de São Paulo,10,Câmara Municipal,01,Legislativa,031,Ação Legislativa,2710,Processo Legislativo,2000,Administração da Câmara Municipal de São Paulo,31901100,Vencimentos e Vantagens Fixas - Pessoal Civil,3,Despesas Correntes,1,PESSOAL E ENCARGOS SOCIAIS,90,Aplicações Diretas,11,Vencimentos e Vantagens Fixas - Pessoal Civil,00,Recursos Próprios,2010,.00,192877057.00,192877057.00,183951000.00,.00,183951000.00,183951000.00,183951000.00,.00,.00,.00,.00,.00,.00,.00,.00
41,PMSP,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,09,Câmara Municipal de São Paulo,10,Câmara Municipal,01,Legislativa,031,Ação Legislativa,2710,Processo Legislativo,2000,Administração da Câmara Municipal de São Paulo,33900800,Outros Benefícios Assistenciais,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,08,Outros Benefícios Assistenciais,00,Recursos Próprios,2010,.00,400000.00,400000.00,400000.00,.00,400000.00,400000.00,400000.00,.00,.00,.00,.00,.00,.00,.00,.00
47,PMSP,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,09,Câmara Municipal de São Paulo,10,Câmara Municipal,01,Legislativa,031,Ação Legislativa,2710,Processo Legislativo,2000,Administração da Câmara Municipal de São Paulo,33903500,Serviços de Consultoria,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,35,Serviços de Consultoria,00,Recursos Próprios,2010,.00,2000000.00,286673.22,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00
48,PMSP,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,09,Câmara Municipal de São Paulo,10,Câmara Municipal,01,Legislativa,031,Ação Legislativa,2710,Processo Legislativo,2000,Administração da Câmara Municipal de São Paulo,33903600,Outros Serviços de Terceiros - Pessoa Física,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,36,Outros Serviços de Terceiros - Pessoa Física,00,Recursos Próprios,2010,.00,50000.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00
58,PMSP,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,09,Câmara Municipal de São Paulo,10,Câmara Municipal,01,Legislativa,126,Tecnologia da Informação,2620,Sistema de informação e processamento de dados,2170,Aquisição de Materiais Equipamentos e Serviços de Informática e Comunicação,44905200,Equipamentos e Material Permanente,4,Despesas de Capital,4,INVESTIMENTOS,90,Aplicações Diretas,52,Equipamentos e Material Permanente,00,Recursos Próprios,2010,.00,437000.00,4037000.00,4000000.00,.00,4000000.00,3998670.00,3998670.00,.00,1330.00,.00,1330.00,.00,.00,1330.00,.00
60,PMSP,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,09,Câmara Municipal de São Paulo,20,Fundo Especial de Despesas da Câmara Municipal de São Paulo,01,Legislativa,031,Ação Legislativa,2710,Processo Legislativo,2008,Fundo Especial de Despesas da Câmara Municipal de São Paulo - FECAM,33903900,Outros Serviços de Terceiros - Pessoa Jurídica,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,39,Outros Serviços de Terceiros - Pessoa Jurídica,00,Recursos Próprios,2010,.00,8622000.00,14522000.00,9590000.00,.00,9590000.00,9590000.00,9590000.00,.00,.00,.00,.00,.00,.00,.00,.00
63,PMSP,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,10,Tribunal de Contas do Município de São Paulo,10,Tribunal de Contas,01,Legislativa,032,Controle Externo,2810,Controle Externo,1012,Modernização do Controle Externo - PROMOEX,44901400,Diárias - Civil,4,Despesas de Capital,4,INVESTIMENTOS,90,Aplicações Diretas,14,Diárias - Civil,00,Recursos Próprios,2010,.00,50000.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00
64,PMSP,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,10,Tribunal de Contas do Município de São Paulo,10,Tribunal de Contas,01,Legislativa,032,Controle Externo,2810,Controle Externo,1012,Modernização do Controle Externo - PROMOEX,44903000,Material de Consumo,4,Despesas de Capital,4,INVESTIMENTOS,90,Aplicações Diretas,30,Material de Consumo,00,Recursos Próprios,2010,.00,4000.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00
31,PMSP,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,09,Câmara Municipal de São Paulo,10,Câmara Municipal,01,Legislativa,031,Ação Legislativa,2610,Suporte administrativo,1000,Construção de Edificações da Câmara Municipal de São Paulo,44905100,Obras e Instalações,4,Despesas de Capital,4,INVESTIMENTOS,90,Aplicações Diretas,51,Obras e Instalações,00,Recursos Próprios,2010,.00,10000000.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00
34,PMSP,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,09,Câmara Municipal de São Paulo,10,Câmara Municipal,01,Legislativa,031,Ação Legislativa,2610,Suporte administrativo,2103,Aluguel de Imóveis e Despesas Correlatas,33903900,Outros Serviços de Terceiros - Pessoa Jurídica,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,39,Outros Serviços de Terceiros - Pessoa Jurídica,00,Recursos Próprios,2010,.00,1000.00,1000.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00
42,PMSP,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,09,Câmara Municipal de São Paulo,10,Câmara Municipal,01,Legislativa,031,Ação Legislativa,2710,Processo Legislativo,2000,Administração da Câmara Municipal de São Paulo,33901400,Diárias - Civil,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,14,Diárias - Civil,00,Recursos Próprios,2010,.00,50000.00,50000.00,40000.00,.00,40000.00,40000.00,40000.00,.00,.00,.00,.00,.00,.00,.00,.00
52,PMSP,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,09,Câmara Municipal de São Paulo,10,Câmara Municipal,01,Legislativa,031,Ação Legislativa,2710,Processo Legislativo,2000,Administração da Câmara Municipal de São Paulo,33909200,Despesas de Exercícios Anteriores,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,92,Despesas de Exercícios Anteriores,00,Recursos Próprios,2010,.00,100000.00,100000.00,100000.00,.00,100000.00,100000.00,100000.00,.00,.00,.00,.00,.00,.00,.00,.00
