Id Dotação,Sigla da Empresa,Descrição da empresa,Código do órgão,Descrição do órgão,Código da unidade,Descrição da unidade,Código da função,Descrição da função,Código da subfunção,Descrição da subfunção,Código do programa do governo,Descrição do programa do governo,Código do projeto/atividade,Descrição do projeto/atividade,Código da conta despesa,Descrição da conta despesa,Código da categoria econômica,Descrição da categoria econômica,Código do grupo de natureza da despesa,Descrição do grupo de natureza da despesa,Código da modalidade de aplicação,Descrição da modalidade de aplicação,Código do elemento de despesa,Descrição do elemento de despesa,Código da fonte de recurso,Descrição da fonte de recurso,Exercício,Proposto,Orçado,Atualizado,EmpenhadoBruto,Anulado,EmpenhadoLiquido,Liquidado,Pago,Congelado,RestosSaldoTransferido,RestosProcessados,RestosNaoProcessados,RestosLiquidado,RestosPago,RestosCancelado,RestosSaldo
31898,PMSP,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,09,Câmara Municipal de São Paulo,10,Câmara Municipal,01,Legislativa,031,Ação Legislativa,0209,Processo Legislativo e de Fiscalização,2000,Administração da Câmara Municipal de São Paulo,33900800,Outros Benefícios Assistenciais,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,08,Outros Benefícios Assistenciais,00,Recursos Próprios,2007,.00,400000.00,400000.00,360000.00,50000.00,310000.00,310000.00,310000.00,.00,.00,.00,.00,.00,.00,.00,.00
31902,PMSP,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,09,Câmara Municipal de São Paulo,10,Câmara Municipal,01,Legislativa,031,Ação Legislativa,0209,Processo Legislativo e de Fiscalização,2000,Administração da Câmara Municipal de São Paulo,33903200,Material de Distribuição Gratuita,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,32,Material Bem ou Serviço para Distribuição Gratuita,00,Recursos Próprios,2007,.00,20000.00,20000.00,10000.00,.00,10000.00,10000.00,10000.00,.00,.00,.00,.00,.00,.00,.00,.00
31904,PMSP,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,09,Câmara Municipal de São Paulo,10,Câmara Municipal,01,Legislativa,031,Ação Legislativa,0209,Processo Legislativo e de Fiscalização,2000,Administração da Câmara Municipal de São Paulo,33903500,Serviços de Consultoria,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,35,Serviços de Consultoria,00,Recursos Próprios,2007,.00,300000.00,300000.00,30000.00,.00,30000.00,30000.00,30000.00,.00,.00,.00,.00,.00,.00,.00,.00
31906,PMSP,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,09,Câmara Municipal de São Paulo,10,Câmara Municipal,01,Legislativa,031,Ação Legislativa,0209,Processo Legislativo e de Fiscalização,2000,Administração da Câmara Municipal de São Paulo,33903700,Locação de Mão-de-Obra,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,37,Locação de Mão-de-Obra,00,Recursos Próprios,2007,.00,3100000.00,3100000.00,3000000.00,750000.00,2250000.00,2250000.00,2250000.00,.00,.00,.00,.00,.00,.00,.00,.00
31908,PMSP,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,09,Câmara Municipal de São Paulo,10,Câmara Municipal,01,Legislativa,031,Ação Legislativa,0209,Processo Legislativo e de Fiscalização,2000,Administração da Câmara Municipal de São Paulo,33904600,Auxílio-Alimentação,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,46,Auxílio-Alimentação,00,Recursos Próprios,2007,.00,1000.00,1000.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00
31910,PMSP,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,09,Câmara Municipal de São Paulo,10,Câmara Municipal,01,Legislativa,031,Ação Legislativa,0209,Processo Legislativo e de Fiscalização,2000,Administração da Câmara Municipal de São Paulo,33909100,Sentenças Judiciais,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,91,Sentenças Judiciais,00,Recursos Próprios,2007,.00,1000.00,1000.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00
31913,PMSP,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,09,Câmara Municipal de São Paulo,10,Câmara Municipal,01,Legislativa,031,Ação Legislativa,0209,Processo Legislativo e de Fiscalização,2000,Administração da Câmara Municipal de São Paulo,44905200,Equipamentos e Material Permanente,4,Despesas de Capital,4,INVESTIMENTOS,90,Aplicações Diretas,52,Equipamentos e Material Permanente,00,Recursos Próprios,2007,.00,3389154.00,3389154.00,3000000.00,1100000.00,1900000.00,1900000.00,1900000.00,.00,.00,.00,.00,.00,.00,.00,.00
31917,PMSP,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,09,Câmara Municipal de São Paulo,10,Câmara Municipal,01,Legislativa,122,Administração Geral,0149,Divulgação Oficial,2003,TV Câmara Municipal - Comunicação,33903900,Outros Serviços de Terceiros - Pessoa Jurídica,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,39,Outros Serviços de Terceiros - Pessoa Jurídica,00,Recursos Próprios,2007,.00,10300000.00,10300000.00,9000000.00,1000000.00,8000000.00,8000000.00,8000000.00,.00,.00,.00,.00,.00,.00,.00,.00
31894,PMSP,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,09,Câmara Municipal de São Paulo,10,Câmara Municipal,01,Legislativa,031,Ação Legislativa,0209,Processo Legislativo e de Fiscalização,2000,Administração da Câmara Municipal de São Paulo,31909100,Sentenças Judiciais,3,Despesas Correntes,1,PESSOAL E ENCARGOS SOCIAIS,90,Aplicações Diretas,91,Sentenças Judiciais,00,Recursos Próprios,2007,.00,1000.00,1000.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00
31901,PMSP,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,09,Câmara Municipal de São Paulo,10,Câmara Municipal,01,Legislativa,031,Ação Legislativa,0209,Processo Legislativo e de Fiscalização,2000,Administração da Câmara Municipal de São Paulo,33903100,PREMIACOES CULTURAIS ARTISTICAS CIENTIFICAS DESPORT.E OUTRAS,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,31,Premiações Culturais Artísticas Científicas Desportivas e Outras,00,Recursos Próprios,2007,.00,150000.00,150000.00,150000.00,50000.00,100000.00,100000.00,100000.00,.00,.00,.00,.00,.00,.00,.00,.00
