Id Dotação,Sigla da Empresa,Descrição da empresa,Código do órgão,Descrição do órgão,Código da unidade,Descrição da unidade,Código da função,Descrição da função,Código da subfunção,Descrição da subfunção,Código do programa do governo,Descrição do programa do governo,Código do projeto/atividade,Descrição do projeto/atividade,Código da conta despesa,Descrição da conta despesa,Código da categoria econômica,Descrição da categoria econômica,Código do grupo de natureza da despesa,Descrição do grupo de natureza da despesa,Código da modalidade de aplicação,Descrição da modalidade de aplicação,Código do elemento de despesa,Descrição do elemento de despesa,Código da fonte de recurso,Descrição da fonte de recurso,Exercício,Proposto,Orçado,Atualizado,EmpenhadoBruto,Anulado,EmpenhadoLiquido,Liquidado,Pago,Congelado,RestosSaldoTransferido,RestosProcessados,RestosNaoProcessados,RestosLiquidado,RestosPago,RestosCancelado,RestosSaldo
94185,AHM,AUTARQUIA HOSPITALAR MUNICIPAL,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,122,Administração Geral,3024,Suporte Administrativo,2100,Administração da Unidade,31901300,Obrigações Patronais,3,Despesas Correntes,1,PESSOAL E ENCARGOS SOCIAIS,90,Aplicações Diretas,13,Obrigações Patronais,00,Tesouro Municipal,2014,.00,83190474.00,83190474.00,83211623.12,21149.12,83190474.00,73056072.28,73056072.28,.00,10134401.72,.00,10134401.72,7290435.28,7290435.28,2843966.44,.00
94188,AHM,AUTARQUIA HOSPITALAR MUNICIPAL,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,122,Administração Geral,3024,Suporte Administrativo,2100,Administração da Unidade,31911300,Obrigações Patronais,3,Despesas Correntes,1,PESSOAL E ENCARGOS SOCIAIS,91,Apl.Dir.Dec.Op. entre ÓrgãosFundos e Ent.Int.Orç.Fiscal e Seg.Social,13,Obrigações Patronais,00,Tesouro Municipal,2014,.00,8900000.00,7350000.00,7880000.00,719844.74,7160155.26,7160155.26,7160155.26,.00,.00,.00,.00,.00,.00,.00,.00
94189,AHM,AUTARQUIA HOSPITALAR MUNICIPAL,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,122,Administração Geral,3024,Suporte Administrativo,2100,Administração da Unidade,33901400,Diárias - Civil,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,14,Diárias - Civil,00,Tesouro Municipal,2014,.00,80000.00,31000.00,36011.34,5665.00,30346.34,30346.34,30346.34,.00,.00,.00,.00,.00,.00,.00,.00
94197,AHM,AUTARQUIA HOSPITALAR MUNICIPAL,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,122,Administração Geral,3024,Suporte Administrativo,2100,Administração da Unidade,33904700,Obrigações Tributárias e Contributivas,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,47,Obrigações Tributárias e Contributivas,00,Tesouro Municipal,2014,.00,200000.00,1662000.00,1775818.05,130876.18,1644941.87,1455380.46,1455380.46,.00,189561.41,.00,189561.41,157816.90,157816.90,31744.51,.00
94199,AHM,AUTARQUIA HOSPITALAR MUNICIPAL,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,122,Administração Geral,3024,Suporte Administrativo,2100,Administração da Unidade,44905200,Equipamentos e Material Permanente,4,Despesas de Capital,4,INVESTIMENTOS,90,Aplicações Diretas,52,Equipamentos e Material Permanente,00,Tesouro Municipal,2014,.00,200000.00,200000.00,150399.46,.00,150399.46,150399.46,150399.46,48000.00,.00,.00,.00,.00,.00,.00,.00
94205,AHM,AUTARQUIA HOSPITALAR MUNICIPAL,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,302,Assistência Hospitalar e Ambulatorial,3003,Ações e serviços da saúde,4103,Operação e Manutenção das Unidades Hospitalares Pronto Socorros e Pronto Atendimento,33503900,Outros Serviços de Terceiros - Pessoa Jurídica,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,50,Transferências a Instituições Privadas sem fins Lucrativos,39,Outros Serviços de Terceiros - Pessoa Jurídica,00,Tesouro Municipal,2014,.00,55602315.00,138878677.19,184563356.43,45684679.24,138878677.19,138878677.19,138878677.19,.00,.00,.00,.00,.00,.00,.00,.00
94211,AHM,AUTARQUIA HOSPITALAR MUNICIPAL,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,302,Assistência Hospitalar e Ambulatorial,3003,Ações e serviços da saúde,4103,Operação e Manutenção das Unidades Hospitalares Pronto Socorros e Pronto Atendimento,33903600,Outros Serviços de Terceiros - Pessoa Física,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,36,Outros Serviços de Terceiros - Pessoa Física,00,Tesouro Municipal,2014,.00,545575.00,.00,539000.00,539000.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00
94219,AHM,AUTARQUIA HOSPITALAR MUNICIPAL,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,302,Assistência Hospitalar e Ambulatorial,3003,Ações e serviços da saúde,3372,Reforma Recuperação e Adequação de Hospitais,44903900,Outros Serviços de Terceiros - Pessoa Jurídica,4,Despesas de Capital,4,INVESTIMENTOS,90,Aplicações Diretas,39,Outros Serviços de Terceiros - Pessoa Jurídica,00,Tesouro Municipal,2014,.00,4012000.00,12499575.96,13070194.99,572936.65,12497258.34,9728502.80,9728502.80,.00,2768755.54,.00,2768755.54,2014222.67,2014222.67,754532.87,.00
94186,AHM,AUTARQUIA HOSPITALAR MUNICIPAL,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,122,Administração Geral,3024,Suporte Administrativo,2100,Administração da Unidade,31909100,Sentenças Judiciais,3,Despesas Correntes,1,PESSOAL E ENCARGOS SOCIAIS,90,Aplicações Diretas,91,Sentenças Judiciais,00,Tesouro Municipal,2014,.00,840000.00,690000.00,1137684.23,447684.23,690000.00,685488.67,685488.67,.00,4511.33,.00,4511.33,1086.00,1086.00,3425.33,.00
94191,AHM,AUTARQUIA HOSPITALAR MUNICIPAL,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,10,Saúde,122,Administração Geral,3024,Suporte Administrativo,2100,Administração da Unidade,33903000,Material de Consumo,3,Despesas Correntes,3,OUTRAS DESPESAS CORRENTES,90,Aplicações Diretas,30,Material de Consumo,06,Recursos Próprios da Administração Indireta,2014,.00,56540.00,6540.00,1476.00,.00,1476.00,1476.00,1476.00,.00,.00,.00,.00,.00,.00,.00,.00
